time,Illumination(lux),year,month,day,hour
20190626:1510,82015.20000000001,2019,06,26,15
20190626:1610,69364.79999999999,2019,06,26,16
20190626:1710,50944.8,2019,06,26,17
20190626:1810,40256.4,2019,06,26,18
20190626:1910,0.0,2019,06,26,19
20190626:2010,0.0,2019,06,26,20
20190626:2110,0.0,2019,06,26,21
20190626:2210,0.0,2019,06,26,22
20190626:2310,0.0,2019,06,26,23
20190627:0010,0.0,2019,06,27,00
20190627:0110,0.0,2019,06,27,01
20190627:0210,0.0,2019,06,27,02
20190627:0310,0.0,2019,06,27,03
20190627:0410,3799.2,2019,06,27,04
20190627:0510,26570.399999999998,2019,06,27,05
20190627:0610,58568.4,2019,06,27,06
20190627:0710,77182.8,2019,06,27,07
20190627:0810,86936.40000000001,2019,06,27,08
20190627:0910,89360.4,2019,06,27,09
20190627:1010,86172.0,2019,06,27,10
20190627:1110,82675.20000000001,2019,06,27,11
20190627:1210,83377.2,2019,06,27,12
20190627:1310,84009.6,2019,06,27,13
20190627:1410,87932.4,2019,06,27,14
20190627:1510,82354.79999999999,2019,06,27,15
20190627:1610,74308.8,2019,06,27,16
20190627:1710,56046.0,2019,06,27,17
20190627:1810,23625.6,2019,06,27,18
20190627:1910,0.0,2019,06,27,19
20190627:2010,0.0,2019,06,27,20
20190627:2110,0.0,2019,06,27,21
20190627:2210,0.0,2019,06,27,22
20190627:2310,0.0,2019,06,27,23
20190628:0010,0.0,2019,06,28,00
20190628:0110,0.0,2019,06,28,01
20190628:0210,0.0,2019,06,28,02
20190628:0310,0.0,2019,06,28,03
20190628:0410,7749.599999999999,2019,06,28,04
20190628:0510,41575.2,2019,06,28,05
20190628:0610,69966.0,2019,06,28,06
20190628:0710,85392.0,2019,06,28,07
20190628:0810,92505.6,2019,06,28,08
20190628:0910,93364.79999999999,2019,06,28,09
20190628:1010,88396.8,2019,06,28,10
20190628:1110,86398.8,2019,06,28,11
20190628:1210,85491.59999999999,2019,06,28,12
20190628:1310,87832.8,2019,06,28,13
20190628:1410,93640.8,2019,06,28,14
20190628:1510,89413.2,2019,06,28,15
20190628:1610,80678.40000000001,2019,06,28,16
20190628:1710,64572.0,2019,06,28,17
20190628:1810,26173.2,2019,06,28,18
20190628:1910,0.0,2019,06,28,19
20190628:2010,0.0,2019,06,28,20
20190628:2110,0.0,2019,06,28,21
20190628:2210,0.0,2019,06,28,22
20190628:2310,0.0,2019,06,28,23
20190629:0010,0.0,2019,06,29,00
20190629:0110,0.0,2019,06,29,01
20190629:0210,0.0,2019,06,29,02
20190629:0310,0.0,2019,06,29,03
20190629:0410,0.0,2019,06,29,04
20190629:0510,11347.2,2019,06,29,05
20190629:0610,17384.4,2019,06,29,06
20190629:0710,27786.0,2019,06,29,07
20190629:0810,75406.8,2019,06,29,08
20190629:0910,84151.2,2019,06,29,09
20190629:1010,46502.399999999994,2019,06,29,10
20190629:1110,56982.0,2019,06,29,11
20190629:1210,83254.79999999999,2019,06,29,12
20190629:1310,85393.2,2019,06,29,13
20190629:1410,87636.0,2019,06,29,14
20190629:1510,81790.8,2019,06,29,15
20190629:1610,71918.40000000001,2019,06,29,16
20190629:1710,52610.4,2019,06,29,17
20190629:1810,19155.6,2019,06,29,18
20190629:1910,0.0,2019,06,29,19
20190629:2010,0.0,2019,06,29,20
20190629:2110,0.0,2019,06,29,21
20190629:2210,0.0,2019,06,29,22
20190629:2310,0.0,2019,06,29,23
20190630:0010,0.0,2019,06,30,00
20190630:0110,0.0,2019,06,30,01
20190630:0210,0.0,2019,06,30,02
20190630:0310,0.0,2019,06,30,03
20190630:0410,0.0,2019,06,30,04
20190630:0510,0.0,2019,06,30,05
20190630:0610,15902.400000000001,2019,06,30,06
20190630:0710,57867.600000000006,2019,06,30,07
20190630:0810,82868.40000000001,2019,06,30,08
20190630:0910,88732.8,2019,06,30,09
20190630:1010,82465.20000000001,2019,06,30,10
20190630:1110,83803.2,2019,06,30,11
20190630:1210,82881.59999999999,2019,06,30,12
20190630:1310,86653.2,2019,06,30,13
20190630:1410,46754.4,2019,06,30,14
20190630:1510,6891.6,2019,06,30,15
20190630:1610,1183.1999999999998,2019,06,30,16
20190630:1710,342.0,2019,06,30,17
20190630:1810,638.4000000000001,2019,06,30,18
20190630:1910,0.0,2019,06,30,19
20190630:2010,0.0,2019,06,30,20
20190630:2110,0.0,2019,06,30,21
20190630:2210,0.0,2019,06,30,22
20190630:2310,0.0,2019,06,30,23
20190701:0010,0.0,2019,07,01,00
20190701:0110,0.0,2019,07,01,01
20190701:0210,0.0,2019,07,01,02
20190701:0310,0.0,2019,07,01,03
20190701:0410,4159.2,2019,07,01,04
20190701:0510,26584.8,2019,07,01,05
20190701:0610,54285.6,2019,07,01,06
20190701:0710,74893.2,2019,07,01,07
20190701:0810,87621.59999999999,2019,07,01,08
20190701:0910,90399.6,2019,07,01,09
20190701:1010,87212.4,2019,07,01,10
20190701:1110,85314.0,2019,07,01,11
20190701:1210,86016.0,2019,07,01,12
20190701:1310,88294.79999999999,2019,07,01,13
20190701:1410,65091.59999999999,2019,07,01,14
20190701:1510,6892.799999999999,2019,07,01,15
20190701:1610,0.0,2019,07,01,16
20190701:1710,342.0,2019,07,01,17
20190701:1810,0.0,2019,07,01,18
20190701:1910,0.0,2019,07,01,19
20190701:2010,0.0,2019,07,01,20
20190701:2110,0.0,2019,07,01,21
20190701:2210,0.0,2019,07,01,22
20190701:2310,0.0,2019,07,01,23
20190702:0010,0.0,2019,07,02,00
20190702:0110,0.0,2019,07,02,01
20190702:0210,0.0,2019,07,02,02
20190702:0310,0.0,2019,07,02,03
20190702:0410,4278.0,2019,07,02,04
20190702:0510,34604.4,2019,07,02,05
20190702:0610,62756.4,2019,07,02,06
20190702:0710,81652.8,2019,07,02,07
20190702:0810,90170.4,2019,07,02,08
20190702:0910,91238.40000000001,2019,07,02,09
20190702:1010,86396.40000000001,2019,07,02,10
20190702:1110,86084.4,2019,07,02,11
20190702:1210,85119.6,2019,07,02,12
20190702:1310,68014.79999999999,2019,07,02,13
20190702:1410,0.0,2019,07,02,14
20190702:1510,0.0,2019,07,02,15
20190702:1610,0.0,2019,07,02,16
20190702:1710,0.0,2019,07,02,17
20190702:1810,640.8,2019,07,02,18
20190702:1910,0.0,2019,07,02,19
20190702:2010,0.0,2019,07,02,20
20190702:2110,0.0,2019,07,02,21
20190702:2210,0.0,2019,07,02,22
20190702:2310,0.0,2019,07,02,23
20190703:0010,0.0,2019,07,03,00
20190703:0110,0.0,2019,07,03,01
20190703:0210,0.0,2019,07,03,02
20190703:0310,0.0,2019,07,03,03
20190703:0410,4411.2,2019,07,03,04
20190703:0510,35872.8,2019,07,03,05
20190703:0610,62340.0,2019,07,03,06
20190703:0710,78301.2,2019,07,03,07
20190703:0810,72985.20000000001,2019,07,03,08
20190703:0910,82696.8,2019,07,03,09
20190703:1010,76777.2,2019,07,03,10
20190703:1110,81255.6,2019,07,03,11
20190703:1210,80288.40000000001,2019,07,03,12
20190703:1310,33044.4,2019,07,03,13
20190703:1410,13791.6,2019,07,03,14
20190703:1510,4537.200000000001,2019,07,03,15
20190703:1610,946.8,2019,07,03,16
20190703:1710,0.0,2019,07,03,17
20190703:1810,14773.2,2019,07,03,18
20190703:1910,0.0,2019,07,03,19
20190703:2010,0.0,2019,07,03,20
20190703:2110,0.0,2019,07,03,21
20190703:2210,0.0,2019,07,03,22
20190703:2310,0.0,2019,07,03,23
20190704:0010,0.0,2019,07,04,00
20190704:0110,0.0,2019,07,04,01
20190704:0210,0.0,2019,07,04,02
20190704:0310,0.0,2019,07,04,03
20190704:0410,2280.0,2019,07,04,04
20190704:0510,39291.6,2019,07,04,05
20190704:0610,66264.0,2019,07,04,06
20190704:0710,84448.8,2019,07,04,07
20190704:0810,91700.4,2019,07,04,08
20190704:0910,94633.2,2019,07,04,09
20190704:1010,89787.6,2019,07,04,10
20190704:1110,86257.2,2019,07,04,11
20190704:1210,86752.8,2019,07,04,12
20190704:1310,87367.2,2019,07,04,13
20190704:1410,87933.59999999999,2019,07,04,14
20190704:1510,87351.59999999999,2019,07,04,15
20190704:1610,89572.8,2019,07,04,16
20190704:1710,57225.6,2019,07,04,17
20190704:1810,23186.4,2019,07,04,18
20190704:1910,0.0,2019,07,04,19
20190704:2010,0.0,2019,07,04,20
20190704:2110,0.0,2019,07,04,21
20190704:2210,0.0,2019,07,04,22
20190704:2310,0.0,2019,07,04,23
20190705:0010,0.0,2019,07,05,00
20190705:0110,0.0,2019,07,05,01
20190705:0210,0.0,2019,07,05,02
20190705:0310,0.0,2019,07,05,03
20190705:0410,2362.8,2019,07,05,04
20190705:0510,36352.8,2019,07,05,05
20190705:0610,62456.4,2019,07,05,06
20190705:0710,81326.40000000001,2019,07,05,07
20190705:0810,89809.2,2019,07,05,08
20190705:0910,92551.2,2019,07,05,09
20190705:1010,89354.4,2019,07,05,10
20190705:1110,85764.0,2019,07,05,11
20190705:1210,87973.2,2019,07,05,12
20190705:1310,90288.0,2019,07,05,13
20190705:1410,92692.8,2019,07,05,14
20190705:1510,87042.0,2019,07,05,15
20190705:1610,80155.20000000001,2019,07,05,16
20190705:1710,66907.2,2019,07,05,17
20190705:1810,27138.0,2019,07,05,18
20190705:1910,0.0,2019,07,05,19
20190705:2010,0.0,2019,07,05,20
20190705:2110,0.0,2019,07,05,21
20190705:2210,0.0,2019,07,05,22
20190705:2310,0.0,2019,07,05,23
20190706:0010,0.0,2019,07,06,00
20190706:0110,0.0,2019,07,06,01
20190706:0210,0.0,2019,07,06,02
20190706:0310,0.0,2019,07,06,03
20190706:0410,0.0,2019,07,06,04
20190706:0510,32845.2,2019,07,06,05
20190706:0610,58318.8,2019,07,06,06
20190706:0710,75308.40000000001,2019,07,06,07
20190706:0810,85324.79999999999,2019,07,06,08
20190706:0910,88214.4,2019,07,06,09
20190706:1010,85456.8,2019,07,06,10
20190706:1110,79094.4,2019,07,06,11
20190706:1210,58078.8,2019,07,06,12
20190706:1310,31776.0,2019,07,06,13
20190706:1410,66156.0,2019,07,06,14
20190706:1510,50736.0,2019,07,06,15
20190706:1610,63850.8,2019,07,06,16
20190706:1710,56700.0,2019,07,06,17
20190706:1810,37617.600000000006,2019,07,06,18
20190706:1910,0.0,2019,07,06,19
20190706:2010,0.0,2019,07,06,20
20190706:2110,0.0,2019,07,06,21
20190706:2210,0.0,2019,07,06,22
20190706:2310,0.0,2019,07,06,23
20190707:0010,0.0,2019,07,07,00
20190707:0110,0.0,2019,07,07,01
20190707:0210,0.0,2019,07,07,02
20190707:0310,0.0,2019,07,07,03
20190707:0410,0.0,2019,07,07,04
20190707:0510,542.4,2019,07,07,05
20190707:0610,0.0,2019,07,07,06
20190707:0710,79732.8,2019,07,07,07
20190707:0810,39463.200000000004,2019,07,07,08
20190707:0910,90645.6,2019,07,07,09
20190707:1010,87547.2,2019,07,07,10
20190707:1110,85779.6,2019,07,07,11
20190707:1210,87924.0,2019,07,07,12
20190707:1310,32307.600000000002,2019,07,07,13
20190707:1410,24132.0,2019,07,07,14
20190707:1510,8008.799999999999,2019,07,07,15
20190707:1610,25663.2,2019,07,07,16
20190707:1710,6884.4,2019,07,07,17
20190707:1810,0.0,2019,07,07,18
20190707:1910,0.0,2019,07,07,19
20190707:2010,0.0,2019,07,07,20
20190707:2110,0.0,2019,07,07,21
20190707:2210,0.0,2019,07,07,22
20190707:2310,0.0,2019,07,07,23
20190708:0010,0.0,2019,07,08,00
20190708:0110,0.0,2019,07,08,01
20190708:0210,0.0,2019,07,08,02
20190708:0310,0.0,2019,07,08,03
20190708:0410,0.0,2019,07,08,04
20190708:0510,24603.6,2019,07,08,05
20190708:0610,28600.8,2019,07,08,06
20190708:0710,69450.0,2019,07,08,07
20190708:0810,65566.8,2019,07,08,08
20190708:0910,69182.4,2019,07,08,09
20190708:1010,54081.6,2019,07,08,10
20190708:1110,87490.8,2019,07,08,11
20190708:1210,87970.8,2019,07,08,12
20190708:1310,91840.8,2019,07,08,13
20190708:1410,94267.2,2019,07,08,14
20190708:1510,97105.20000000001,2019,07,08,15
20190708:1610,81366.0,2019,07,08,16
20190708:1710,2760.0,2019,07,08,17
20190708:1810,24872.4,2019,07,08,18
20190708:1910,0.0,2019,07,08,19
20190708:2010,0.0,2019,07,08,20
20190708:2110,0.0,2019,07,08,21
20190708:2210,0.0,2019,07,08,22
20190708:2310,0.0,2019,07,08,23
20190709:0010,0.0,2019,07,09,00
20190709:0110,0.0,2019,07,09,01
20190709:0210,0.0,2019,07,09,02
20190709:0310,0.0,2019,07,09,03
20190709:0410,0.0,2019,07,09,04
20190709:0510,23703.6,2019,07,09,05
20190709:0610,631.1999999999999,2019,07,09,06
20190709:0710,3358.7999999999997,2019,07,09,07
20190709:0810,20514.0,2019,07,09,08
20190709:0910,12050.4,2019,07,09,09
20190709:1010,57572.399999999994,2019,07,09,10
20190709:1110,2293.2,2019,07,09,11
20190709:1210,0.0,2019,07,09,12
20190709:1310,0.0,2019,07,09,13
20190709:1410,51020.4,2019,07,09,14
20190709:1510,74961.59999999999,2019,07,09,15
20190709:1610,70042.8,2019,07,09,16
20190709:1710,41830.799999999996,2019,07,09,17
20190709:1810,1316.4,2019,07,09,18
20190709:1910,0.0,2019,07,09,19
20190709:2010,0.0,2019,07,09,20
20190709:2110,0.0,2019,07,09,21
20190709:2210,0.0,2019,07,09,22
20190709:2310,0.0,2019,07,09,23
20190710:0010,0.0,2019,07,10,00
20190710:0110,0.0,2019,07,10,01
20190710:0210,0.0,2019,07,10,02
20190710:0310,0.0,2019,07,10,03
20190710:0410,0.0,2019,07,10,04
20190710:0510,0.0,2019,07,10,05
20190710:0610,0.0,2019,07,10,06
20190710:0710,1572.0,2019,07,10,07
20190710:0810,4008.0,2019,07,10,08
20190710:0910,18328.800000000003,2019,07,10,09
20190710:1010,28369.2,2019,07,10,10
20190710:1110,24301.199999999997,2019,07,10,11
20190710:1210,42775.2,2019,07,10,12
20190710:1310,8826.0,2019,07,10,13
20190710:1410,15944.400000000001,2019,07,10,14
20190710:1510,6939.599999999999,2019,07,10,15
20190710:1610,1431.6,2019,07,10,16
20190710:1710,1732.8,2019,07,10,17
20190710:1810,662.4,2019,07,10,18
20190710:1910,0.0,2019,07,10,19
20190710:2010,0.0,2019,07,10,20
20190710:2110,0.0,2019,07,10,21
20190710:2210,0.0,2019,07,10,22
20190710:2310,0.0,2019,07,10,23
20190711:0010,0.0,2019,07,11,00
20190711:0110,0.0,2019,07,11,01
20190711:0210,0.0,2019,07,11,02
20190711:0310,0.0,2019,07,11,03
20190711:0410,0.0,2019,07,11,04
20190711:0510,0.0,2019,07,11,05
20190711:0610,7321.2,2019,07,11,06
20190711:0710,2928.0,2019,07,11,07
20190711:0810,35979.6,2019,07,11,08
20190711:0910,4272.0,2019,07,11,09
20190711:1010,3267.6,2019,07,11,10
20190711:1110,548.4000000000001,2019,07,11,11
20190711:1210,3331.2000000000003,2019,07,11,12
20190711:1310,18675.6,2019,07,11,13
20190711:1410,444.0,2019,07,11,14
20190711:1510,15542.400000000001,2019,07,11,15
20190711:1610,3824.4,2019,07,11,16
20190711:1710,348.0,2019,07,11,17
20190711:1810,8662.8,2019,07,11,18
20190711:1910,0.0,2019,07,11,19
20190711:2010,0.0,2019,07,11,20
20190711:2110,0.0,2019,07,11,21
20190711:2210,0.0,2019,07,11,22
20190711:2310,0.0,2019,07,11,23
20190712:0010,0.0,2019,07,12,00
20190712:0110,0.0,2019,07,12,01
20190712:0210,0.0,2019,07,12,02
20190712:0310,0.0,2019,07,12,03
20190712:0410,0.0,2019,07,12,04
20190712:0510,14719.199999999999,2019,07,12,05
20190712:0610,41248.8,2019,07,12,06
20190712:0710,72518.40000000001,2019,07,12,07
20190712:0810,85618.8,2019,07,12,08
20190712:0910,86922.0,2019,07,12,09
20190712:1010,86002.8,2019,07,12,10
20190712:1110,84390.0,2019,07,12,11
20190712:1210,83260.8,2019,07,12,12
20190712:1310,90050.4,2019,07,12,13
20190712:1410,92236.8,2019,07,12,14
20190712:1510,91381.2,2019,07,12,15
20190712:1610,82374.0,2019,07,12,16
20190712:1710,68319.6,2019,07,12,17
20190712:1810,27518.399999999998,2019,07,12,18
20190712:1910,0.0,2019,07,12,19
20190712:2010,0.0,2019,07,12,20
20190712:2110,0.0,2019,07,12,21
20190712:2210,0.0,2019,07,12,22
20190712:2310,0.0,2019,07,12,23
20190713:0010,0.0,2019,07,13,00
20190713:0110,0.0,2019,07,13,01
20190713:0210,0.0,2019,07,13,02
20190713:0310,0.0,2019,07,13,03
20190713:0410,0.0,2019,07,13,04
20190713:0510,30866.4,2019,07,13,05
20190713:0610,65536.8,2019,07,13,06
20190713:0710,83848.8,2019,07,13,07
20190713:0810,91100.4,2019,07,13,08
20190713:0910,92421.59999999999,2019,07,13,09
20190713:1010,84639.6,2019,07,13,10
20190713:1110,84619.2,2019,07,13,11
20190713:1210,86697.6,2019,07,13,12
20190713:1310,90344.4,2019,07,13,13
20190713:1410,87489.6,2019,07,13,14
20190713:1510,86942.4,2019,07,13,15
20190713:1610,72703.2,2019,07,13,16
20190713:1710,69591.59999999999,2019,07,13,17
20190713:1810,26379.600000000002,2019,07,13,18
20190713:1910,0.0,2019,07,13,19
20190713:2010,0.0,2019,07,13,20
20190713:2110,0.0,2019,07,13,21
20190713:2210,0.0,2019,07,13,22
20190713:2310,0.0,2019,07,13,23
20190714:0010,0.0,2019,07,14,00
20190714:0110,0.0,2019,07,14,01
20190714:0210,0.0,2019,07,14,02
20190714:0310,0.0,2019,07,14,03
20190714:0410,0.0,2019,07,14,04
20190714:0510,21938.399999999998,2019,07,14,05
20190714:0610,51327.600000000006,2019,07,14,06
20190714:0710,49789.200000000004,2019,07,14,07
20190714:0810,77082.0,2019,07,14,08
20190714:0910,84760.8,2019,07,14,09
20190714:1010,87301.2,2019,07,14,10
20190714:1110,69591.59999999999,2019,07,14,11
20190714:1210,48772.8,2019,07,14,12
20190714:1310,65733.59999999999,2019,07,14,13
20190714:1410,40848.0,2019,07,14,14
20190714:1510,5144.4,2019,07,14,15
20190714:1610,0.0,2019,07,14,16
20190714:1710,350.4,2019,07,14,17
20190714:1810,0.0,2019,07,14,18
20190714:1910,0.0,2019,07,14,19
20190714:2010,0.0,2019,07,14,20
20190714:2110,0.0,2019,07,14,21
20190714:2210,0.0,2019,07,14,22
20190714:2310,0.0,2019,07,14,23
20190715:0010,0.0,2019,07,15,00
20190715:0110,0.0,2019,07,15,01
20190715:0210,0.0,2019,07,15,02
20190715:0310,0.0,2019,07,15,03
20190715:0410,0.0,2019,07,15,04
20190715:0510,1166.4,2019,07,15,05
20190715:0610,0.0,2019,07,15,06
20190715:0710,0.0,2019,07,15,07
20190715:0810,0.0,2019,07,15,08
20190715:0910,0.0,2019,07,15,09
20190715:1010,0.0,2019,07,15,10
20190715:1110,0.0,2019,07,15,11
20190715:1210,0.0,2019,07,15,12
20190715:1310,0.0,2019,07,15,13
20190715:1410,0.0,2019,07,15,14
20190715:1510,920.4,2019,07,15,15
20190715:1610,12534.0,2019,07,15,16
20190715:1710,21135.6,2019,07,15,17
20190715:1810,23402.4,2019,07,15,18
20190715:1910,0.0,2019,07,15,19
20190715:2010,0.0,2019,07,15,20
20190715:2110,0.0,2019,07,15,21
20190715:2210,0.0,2019,07,15,22
20190715:2310,0.0,2019,07,15,23
20190716:0010,0.0,2019,07,16,00
20190716:0110,0.0,2019,07,16,01
20190716:0210,0.0,2019,07,16,02
20190716:0310,0.0,2019,07,16,03
20190716:0410,0.0,2019,07,16,04
20190716:0510,45402.0,2019,07,16,05
20190716:0610,75978.0,2019,07,16,06
20190716:0710,90632.4,2019,07,16,07
20190716:0810,99085.20000000001,2019,07,16,08
20190716:0910,99033.59999999999,2019,07,16,09
20190716:1010,94401.59999999999,2019,07,16,10
20190716:1110,87816.0,2019,07,16,11
20190716:1210,88179.6,2019,07,16,12
20190716:1310,91671.59999999999,2019,07,16,13
20190716:1410,97359.6,2019,07,16,14
20190716:1510,96468.0,2019,07,16,15
20190716:1610,86992.8,2019,07,16,16
20190716:1710,72153.59999999999,2019,07,16,17
20190716:1810,27105.6,2019,07,16,18
20190716:1910,0.0,2019,07,16,19
20190716:2010,0.0,2019,07,16,20
20190716:2110,0.0,2019,07,16,21
20190716:2210,0.0,2019,07,16,22
20190716:2310,0.0,2019,07,16,23
20190717:0010,0.0,2019,07,17,00
20190717:0110,0.0,2019,07,17,01
20190717:0210,0.0,2019,07,17,02
20190717:0310,0.0,2019,07,17,03
20190717:0410,0.0,2019,07,17,04
20190717:0510,40543.200000000004,2019,07,17,05
20190717:0610,67527.6,2019,07,17,06
20190717:0710,85894.79999999999,2019,07,17,07
20190717:0810,92442.0,2019,07,17,08
20190717:0910,90769.2,2019,07,17,09
20190717:1010,86680.8,2019,07,17,10
20190717:1110,66432.0,2019,07,17,11
20190717:1210,55273.200000000004,2019,07,17,12
20190717:1310,84073.2,2019,07,17,13
20190717:1410,84262.8,2019,07,17,14
20190717:1510,81700.8,2019,07,17,15
20190717:1610,53547.600000000006,2019,07,17,16
20190717:1710,0.0,2019,07,17,17
20190717:1810,11938.8,2019,07,17,18
20190717:1910,0.0,2019,07,17,19
20190717:2010,0.0,2019,07,17,20
20190717:2110,0.0,2019,07,17,21
20190717:2210,0.0,2019,07,17,22
20190717:2310,0.0,2019,07,17,23
20190718:0010,0.0,2019,07,18,00
20190718:0110,0.0,2019,07,18,01
20190718:0210,0.0,2019,07,18,02
20190718:0310,0.0,2019,07,18,03
20190718:0410,0.0,2019,07,18,04
20190718:0510,19903.2,2019,07,18,05
20190718:0610,53061.6,2019,07,18,06
20190718:0710,43330.799999999996,2019,07,18,07
20190718:0810,77048.40000000001,2019,07,18,08
20190718:0910,88408.8,2019,07,18,09
20190718:1010,76701.59999999999,2019,07,18,10
20190718:1110,50070.0,2019,07,18,11
20190718:1210,35866.799999999996,2019,07,18,12
20190718:1310,60904.8,2019,07,18,13
20190718:1410,54500.4,2019,07,18,14
20190718:1510,49280.4,2019,07,18,15
20190718:1610,32318.399999999998,2019,07,18,16
20190718:1710,14275.199999999999,2019,07,18,17
20190718:1810,6391.2,2019,07,18,18
20190718:1910,0.0,2019,07,18,19
20190718:2010,0.0,2019,07,18,20
20190718:2110,0.0,2019,07,18,21
20190718:2210,0.0,2019,07,18,22
20190718:2310,0.0,2019,07,18,23
20190719:0010,0.0,2019,07,19,00
20190719:0110,0.0,2019,07,19,01
20190719:0210,0.0,2019,07,19,02
20190719:0310,0.0,2019,07,19,03
20190719:0410,0.0,2019,07,19,04
20190719:0510,1831.2,2019,07,19,05
20190719:0610,14913.6,2019,07,19,06
20190719:0710,11797.2,2019,07,19,07
20190719:0810,52468.8,2019,07,19,08
20190719:0910,70779.6,2019,07,19,09
20190719:1010,57267.600000000006,2019,07,19,10
20190719:1110,39111.6,2019,07,19,11
20190719:1210,47556.0,2019,07,19,12
20190719:1310,60176.4,2019,07,19,13
20190719:1410,69483.59999999999,2019,07,19,14
20190719:1510,64440.0,2019,07,19,15
20190719:1610,62638.8,2019,07,19,16
20190719:1710,43392.0,2019,07,19,17
20190719:1810,16527.6,2019,07,19,18
20190719:1910,0.0,2019,07,19,19
20190719:2010,0.0,2019,07,19,20
20190719:2110,0.0,2019,07,19,21
20190719:2210,0.0,2019,07,19,22
20190719:2310,0.0,2019,07,19,23
20190720:0010,0.0,2019,07,20,00
20190720:0110,0.0,2019,07,20,01
20190720:0210,0.0,2019,07,20,02
20190720:0310,0.0,2019,07,20,03
20190720:0410,0.0,2019,07,20,04
20190720:0510,2472.0,2019,07,20,05
20190720:0610,15331.2,2019,07,20,06
20190720:0710,55956.0,2019,07,20,07
20190720:0810,39021.6,2019,07,20,08
20190720:0910,80164.79999999999,2019,07,20,09
20190720:1010,65758.8,2019,07,20,10
20190720:1110,81876.0,2019,07,20,11
20190720:1210,77545.20000000001,2019,07,20,12
20190720:1310,73170.0,2019,07,20,13
20190720:1410,58218.0,2019,07,20,14
20190720:1510,32395.199999999997,2019,07,20,15
20190720:1610,56727.600000000006,2019,07,20,16
20190720:1710,7569.599999999999,2019,07,20,17
20190720:1810,2182.8,2019,07,20,18
20190720:1910,0.0,2019,07,20,19
20190720:2010,0.0,2019,07,20,20
20190720:2110,0.0,2019,07,20,21
20190720:2210,0.0,2019,07,20,22
20190720:2310,0.0,2019,07,20,23
20190721:0010,0.0,2019,07,21,00
20190721:0110,0.0,2019,07,21,01
20190721:0210,0.0,2019,07,21,02
20190721:0310,0.0,2019,07,21,03
20190721:0410,0.0,2019,07,21,04
20190721:0510,6258.0,2019,07,21,05
20190721:0610,33523.200000000004,2019,07,21,06
20190721:0710,52440.0,2019,07,21,07
20190721:0810,81336.0,2019,07,21,08
20190721:0910,81860.4,2019,07,21,09
20190721:1010,48792.0,2019,07,21,10
20190721:1110,33387.600000000006,2019,07,21,11
20190721:1210,46273.200000000004,2019,07,21,12
20190721:1310,51338.4,2019,07,21,13
20190721:1410,71788.8,2019,07,21,14
20190721:1510,70563.59999999999,2019,07,21,15
20190721:1610,71887.2,2019,07,21,16
20190721:1710,53643.6,2019,07,21,17
20190721:1810,16964.4,2019,07,21,18
20190721:1910,0.0,2019,07,21,19
20190721:2010,0.0,2019,07,21,20
20190721:2110,0.0,2019,07,21,21
20190721:2210,0.0,2019,07,21,22
20190721:2310,0.0,2019,07,21,23
20190722:0010,0.0,2019,07,22,00
20190722:0110,0.0,2019,07,22,01
20190722:0210,0.0,2019,07,22,02
20190722:0310,0.0,2019,07,22,03
20190722:0410,0.0,2019,07,22,04
20190722:0510,633.6,2019,07,22,05
20190722:0610,9780.0,2019,07,22,06
20190722:0710,14506.8,2019,07,22,07
20190722:0810,54213.6,2019,07,22,08
20190722:0910,75948.0,2019,07,22,09
20190722:1010,72926.40000000001,2019,07,22,10
20190722:1110,70652.4,2019,07,22,11
20190722:1210,68218.8,2019,07,22,12
20190722:1310,56090.4,2019,07,22,13
20190722:1410,66082.8,2019,07,22,14
20190722:1510,70574.4,2019,07,22,15
20190722:1610,70174.79999999999,2019,07,22,16
20190722:1710,10572.0,2019,07,22,17
20190722:1810,8229.6,2019,07,22,18
20190722:1910,0.0,2019,07,22,19
20190722:2010,0.0,2019,07,22,20
20190722:2110,0.0,2019,07,22,21
20190722:2210,0.0,2019,07,22,22
20190722:2310,0.0,2019,07,22,23
20190723:0010,0.0,2019,07,23,00
20190723:0110,0.0,2019,07,23,01
20190723:0210,0.0,2019,07,23,02
20190723:0310,0.0,2019,07,23,03
20190723:0410,0.0,2019,07,23,04
20190723:0510,9640.800000000001,2019,07,23,05
20190723:0610,39020.4,2019,07,23,06
20190723:0710,45805.2,2019,07,23,07
20190723:0810,78237.6,2019,07,23,08
20190723:0910,83679.6,2019,07,23,09
20190723:1010,63523.200000000004,2019,07,23,10
20190723:1110,61568.40000000001,2019,07,23,11
20190723:1210,67084.79999999999,2019,07,23,12
20190723:1310,80870.4,2019,07,23,13
20190723:1410,90378.0,2019,07,23,14
20190723:1510,85426.8,2019,07,23,15
20190723:1610,71674.79999999999,2019,07,23,16
20190723:1710,52448.4,2019,07,23,17
20190723:1810,34179.6,2019,07,23,18
20190723:1910,0.0,2019,07,23,19
20190723:2010,0.0,2019,07,23,20
20190723:2110,0.0,2019,07,23,21
20190723:2210,0.0,2019,07,23,22
20190723:2310,0.0,2019,07,23,23
20190724:0010,0.0,2019,07,24,00
20190724:0110,0.0,2019,07,24,01
20190724:0210,0.0,2019,07,24,02
20190724:0310,0.0,2019,07,24,03
20190724:0410,0.0,2019,07,24,04
20190724:0510,16294.8,2019,07,24,05
20190724:0610,48141.6,2019,07,24,06
20190724:0710,71698.8,2019,07,24,07
20190724:0810,82843.2,2019,07,24,08
